age,gender,region,account_type,tenure_years,credit_score,account_balance,num_products,monthly_transactions,complaints_12mo,debt_to_income,digital_engagement,has_active_loan,has_credit_card,annual_income_cleaned,complaints_12mo_missing,credit_score_missing,gender_missing,account_age_days,balance_income_ratio,txn_per_product,complaint_txn_ratio,low_engagement_flag
65,Female,Metro Manila,Checking,9.4,646.0,206567.81,4.0,14.0,0.0,0.281,45.9,0,0.0,70564.0,0,0,0,7246,2.9273823762410385,2.8,0.0,0
18,Male,Luzon,Savings,14.7,698.0,18151.22,2.0,12.0,0.0,0.456,57.6,0,0.0,53000.0,0,0,0,4453,0.342475849050142,4.0,0.0,0
38,Female,Cebu,Premium,12.9,519.0,88527.27,4.0,19.0,0.0,0.176,80.4,0,1.0,34561.0,0,0,0,7833,2.5614788344503494,3.8,0.0,0
36,Male,Metro Manila,Savings,9.5,571.0,76921.22,1.0,14.0,0.0,0.445,87.2,1,1.0,82535.0,0,0,0,11836,0.9319830374879509,7.0,0.0,0
51,Male,Metro Manila,Savings,4.6,569.0,183855.18,3.0,24.0,0.0,0.443,39.5,1,1.0,86000.0,0,0,0,2259,2.1378509302076996,6.0,0.0,1
18,Male,Luzon,Savings,5.5,755.0,30708.5,2.0,16.0,1.0,0.258,81.7,0,1.0,51794.0,0,0,0,8609,0.5928968606287813,5.333333333333333,0.058823529411764705,0
44,Male,Mindanao,Premium,12.8,790.0,19391.01,2.0,14.0,0.0,0.173,53.8,1,0.0,16913.0,0,0,0,7830,1.1465151066548502,4.666666666666667,0.0,0
61,Female,Visayas,Checking,1.4,747.0,51559.96,3.0,20.0,0.0,0.258,92.4,0,0.0,23359.0,0,0,0,10377,2.2072845583198215,5.0,0.0,0
55,Male,Mindanao,Premium,6.9,780.0,11613.63,3.0,18.0,2.0,0.473,68.6,1,1.0,73570.0,0,0,0,3005,0.1578582302547525,4.5,0.10526315789473684,0
51,Male,Metro Manila,Business,1.9,693.0,355804.84,3.0,18.0,1.0,0.258,40.9,1,1.0,146390.0,0,0,0,8649,2.4305269485454573,4.5,0.05263157894736842,0
36,Non-binary,Metro Manila,Savings,0.3,661.0,118991.78,5.0,17.0,0.0,0.091,54.7,0,0.0,44192.0,0,0,0,4529,2.6926090694539146,2.8333333333333335,0.0,0
48,Female,Mindanao,Savings,22.0,614.0,233234.07,2.0,15.0,0.0,0.319,45.1,1,1.0,99871.0,0,0,0,6156,2.3353533057410525,5.0,0.0,0
52,Female,Luzon,Savings,2.8,753.0,45627.84,3.0,21.0,0.0,0.258,78.2,0,0.0,42825.0,0,0,0,1641,1.065448686490007,5.25,0.0,0
59,Male,Luzon,Checking,1.7,684.0,161776.11,1.0,20.0,3.0,0.288,93.6,1,1.0,87806.0,0,1,0,10347,1.842426599528023,10.0,0.14285714285714285,0
33,Male,Luzon,Checking,2.1,693.0,134254.39,1.0,15.0,0.0,0.252,75.4,0,0.0,44896.0,0,0,0,400,2.9903419012163592,7.5,0.0,0
49,Female,Metro Manila,Savings,2.0,626.0,38637.97,3.0,18.0,1.0,0.227,25.2,1,0.0,27496.0,0,0,0,1235,1.4052214867106043,4.5,0.05263157894736842,1
52,Female,Luzon,Checking,0.3,622.0,95384.96,3.0,12.0,4.0,0.258,37.4,0,1.0,35342.0,0,0,0,10584,2.6989123421793075,3.0,0.3076923076923077,1
38,Male,Davao,Premium,4.1,727.0,118823.94,3.0,18.0,0.0,0.124,61.0,1,1.0,42695.0,0,0,0,2742,2.7830879493434106,4.5,0.0,0
48,Female,Luzon,Checking,0.3,607.0,64503.01,3.0,22.0,0.0,0.376,64.7,1,0.0,47469.0,0,0,0,11879,1.3588449303469876,5.5,0.0,0
33,Female,Cebu,Savings,7.9,682.0,15851.75,4.0,27.0,0.0,0.387,65.6,1,0.0,53560.0,0,0,0,2441,0.29596247198849956,5.4,0.0,0
46,Female,Cebu,Savings,2.9,850.0,164346.85,1.0,14.0,0.0,0.269,71.6,0,1.0,76343.0,0,0,0,9104,2.1527428840607166,7.0,0.0,0
39,Female,Mindanao,Premium,12.7,811.0,31454.61,3.0,19.0,0.0,0.142,54.1,0,1.0,17587.0,0,0,0,5190,1.788514811975407,4.75,0.0,0
66,Female,Davao,Savings,18.7,611.0,46604.19,3.0,10.0,0.0,0.338,50.4,1,0.0,35382.0,0,0,0,3464,1.3171722909581942,2.5,0.0,0
46,Female,Metro Manila,Premium,1.3,607.0,22509.15,2.0,23.0,0.0,0.261,31.5,1,0.0,30061.0,0,0,0,8498,0.7487824756079711,7.666666666666667,0.0,1
46,Male,Cebu,Checking,9.1,599.0,42860.92,4.0,19.0,0.0,0.317,97.1,0,0.0,26673.0,0,0,0,4674,1.60690286051037,3.8,0.0,0
34,Female,Cebu,Checking,1.1,772.0,524445.31,3.0,21.0,0.0,0.213,60.5,1,1.0,270544.0,0,0,0,1061,1.9384843500431042,5.25,0.0,0
24,Female,Visayas,Savings,1.4,721.0,32299.94,3.0,19.0,0.0,0.186,61.6,0,1.0,82389.0,0,0,0,6328,0.39204189879241114,4.75,0.0,0
61,Male,Visayas,Savings,2.5,652.0,65105.07,1.0,18.0,0.0,0.209,79.1,1,1.0,108900.0,1,0,0,11856,0.5978426997190281,9.0,0.0,0
26,Male,Visayas,Business,1.4,607.0,249211.64,1.0,21.0,1.0,0.114,47.7,0,1.0,85400.0,0,0,0,1657,2.9181690866168837,10.5,0.045454545454545456,0
38,Female,Visayas,Checking,7.0,638.0,17011.82,2.0,16.0,0.0,0.764,37.6,1,0.0,49621.0,0,0,0,8787,0.34283508997515494,5.333333333333333,0.0,1
21,Male,Metro Manila,Premium,7.1,779.0,137917.33,4.0,21.0,3.0,0.202,55.9,0,0.0,78109.0,0,0,0,9026,1.7657034400419196,4.2,0.13636363636363635,0
49,Male,Cebu,Savings,3.7,594.0,74196.93,3.0,14.0,0.0,0.147,47.9,1,0.0,91000.0,0,0,0,3190,0.8153508791119192,3.5,0.0,0
55,Female,Cebu,Savings,5.7,712.0,89539.19,4.0,18.0,1.0,0.141,61.6,0,1.0,30027.0,0,0,0,7212,2.981955906251642,3.6,0.05263157894736842,0
39,Female,Metro Manila,Savings,0.4,588.0,271894.14,2.0,15.0,0.0,0.093,25.9,1,0.0,93094.0,0,0,0,7460,2.9206408575964016,5.0,0.0,1
41,Female,Visayas,Savings,0.9,684.0,40117.89,2.0,13.0,2.0,0.098,58.0,0,0.0,67837.0,0,1,0,10140,0.5913865589487833,4.333333333333333,0.14285714285714285,0
49,Female,Visayas,Checking,1.2,614.0,54931.1,5.0,22.0,1.0,0.427,54.9,1,0.0,44000.0,0,0,0,501,1.2484340908807174,3.6666666666666665,0.043478260869565216,0
37,Non-binary,Cebu,Business,0.8,677.0,78251.09,2.0,12.0,1.0,0.172,72.3,0,1.0,36285.0,0,0,0,10264,2.15656855443967,4.0,0.07692307692307693,0
34,Female,Visayas,Checking,3.1,769.0,19010.29,3.0,13.0,2.0,0.369,45.4,0,0.0,48841.0,0,0,0,1690,0.38922810752463655,3.25,0.14285714285714285,0
53,Female,Cebu,Checking,8.0,578.0,131617.04,4.0,14.0,0.0,0.224,46.2,0,1.0,55946.0,0,0,0,8751,2.3525728380518256,2.8,0.0,0
45,Female,Cebu,Checking,26.3,659.0,9921.03,3.0,20.0,0.0,0.113,92.8,0,0.0,58000.0,0,0,0,3746,0.17105224137636119,5.0,0.0,0
44,Prefer not to say,Cebu,Savings,9.8,758.0,37925.11,1.0,20.0,0.0,0.103,56.2,0,1.0,25709.0,0,0,0,10982,1.4751686179363193,10.0,0.0,0
32,Male,Metro Manila,Business,11.6,642.0,19039.35,1.0,20.0,1.0,0.175,40.8,1,1.0,52277.0,0,0,0,606,0.3642012739758555,10.0,0.047619047619047616,0
52,Male,Mindanao,Checking,3.6,758.0,29657.69,5.0,10.0,0.0,0.361,72.6,0,1.0,27515.0,0,0,0,10608,1.0778735234934445,1.6666666666666667,0.0,0
27,Male,Davao,Premium,15.5,684.0,117792.65,1.0,20.0,0.0,0.156,53.1,1,1.0,42906.0,0,1,0,12275,2.74536544998962,10.0,0.0,0
44,Male,Visayas,Savings,7.7,761.0,13889.41,2.0,18.0,0.0,0.165,81.4,0,1.0,23407.0,1,0,0,3326,0.59338702095128,6.0,0.0,0
44,Female,Visayas,Savings,0.4,766.0,124177.44,1.0,14.0,0.0,0.544,66.3,1,1.0,61411.0,1,0,0,9366,2.02207161580137,7.0,0.0,0
24,Male,Luzon,Premium,1.1,468.0,110593.6,1.0,22.0,0.0,0.258,50.3,1,1.0,62250.0,0,0,0,4660,1.7766040160357173,11.0,0.0,0
35,Male,Davao,Premium,10.4,595.0,152506.1,4.0,22.0,1.0,0.065,37.4,0,0.0,58144.0,0,0,0,2102,2.622903480967548,4.4,0.043478260869565216,1
51,Female,Cebu,Checking,5.4,602.0,7067.36,3.0,21.0,0.0,0.173,55.8,1,1.0,28060.0,0,0,0,3898,0.25186600141654075,5.25,0.0,0
60,Female,Metro Manila,Savings,4.8,558.0,53834.72,1.0,18.0,0.0,0.182,50.0,0,0.0,35776.0,0,0,1,8486,1.5047719140903184,9.0,0.0,0
49,Female,Luzon,Savings,0.6,684.0,42198.13,1.0,20.0,0.0,0.081,56.5,0,1.0,24221.0,0,1,0,10227,1.7422125427628001,10.0,0.0,0
53,Female,Luzon,Checking,2.4,624.0,49625.72,2.0,19.0,0.0,0.46,38.8,1,0.0,22444.0,0,0,0,9763,2.2110907145691012,6.333333333333333,0.0,1
38,Female,Metro Manila,Checking,7.9,738.0,4660.46,5.0,18.0,0.0,0.204,63.7,1,1.0,17848.0,0,0,1,7185,0.26111945314538776,3.0,0.0,0
41,Female,Luzon,Premium,3.6,688.0,79014.87,1.0,22.0,0.0,0.319,46.3,1,0.0,27687.0,0,0,0,10879,2.853861740063789,11.0,0.0,0
48,Female,Cebu,Checking,6.7,698.0,29318.86,5.0,17.0,0.0,0.227,92.2,0,1.0,76566.0,0,0,0,2702,0.38292270720185306,2.8333333333333335,0.0,0
46,Female,Metro Manila,Premium,10.9,681.0,193347.1,1.0,16.0,0.0,0.289,66.6,0,1.0,100000.0,0,0,0,3821,1.9334709999806654,8.0,0.0,0
26,Prefer not to say,Metro Manila,Checking,19.1,651.0,382194.37,2.0,14.0,0.0,0.258,73.4,1,0.0,158469.0,0,0,0,6484,2.4117926534375065,4.666666666666667,0.0,0
33,Male,Cebu,Savings,5.2,698.0,6049.41,4.0,26.0,0.0,0.136,50.0,1,1.0,28922.0,0,0,0,4317,0.209162920952591,5.2,0.0,0
55,Male,Davao,Business,1.1,734.0,135922.17,1.0,16.0,1.0,0.24,22.9,1,1.0,100446.0,0,0,0,9453,1.3531864882488784,8.0,0.058823529411764705,1
37,Female,Cebu,Checking,1.5,823.0,249226.22,2.0,26.0,0.0,0.219,61.6,0,1.0,85146.0,0,0,0,7073,2.9270455452642867,8.666666666666666,0.0,0
54,Female,Davao,Premium,1.6,637.0,262526.03,3.0,17.0,0.0,0.15,54.4,0,1.0,92000.0,0,0,0,1333,2.8535438043168098,4.25,0.0,0
45,Male,Cebu,Checking,7.3,598.0,34978.5,3.0,15.0,0.0,0.453,14.1,1,0.0,22472.0,0,0,0,11848,1.556537023782639,3.75,0.0,1
45,Female,Cebu,Business,6.8,719.0,42667.76,1.0,21.0,4.0,0.368,60.9,0,1.0,68456.0,0,0,0,9341,0.6232873670587928,10.5,0.18181818181818182,0
23,Male,Davao,Checking,1.4,682.0,59937.75,2.0,16.0,0.0,0.697,61.3,1,1.0,33752.0,0,0,0,2738,1.7758280990229962,5.333333333333333,0.0,0
48,Female,Metro Manila,Savings,3.0,797.0,273537.33,2.0,11.0,0.0,0.159,40.0,0,1.0,103740.0,0,0,0,11512,2.6367585309173247,3.6666666666666665,0.0,0
31,Male,Luzon,Savings,11.4,576.0,117973.34,3.0,18.0,1.0,0.369,63.0,0,1.0,54154.0,0,0,0,10606,2.178478782690503,4.5,0.05263157894736842,0
41,Male,Davao,Checking,1.2,626.0,80508.1,2.0,14.0,0.0,0.12,74.6,1,0.0,28610.0,0,0,0,666,2.8139846206636148,4.666666666666667,0.0,0
41,Male,Metro Manila,Checking,2.3,702.0,174427.35,2.0,24.0,0.0,0.407,91.8,0,0.0,76381.0,0,0,0,6474,2.2836484203887926,8.0,0.0,0
32,Female,Metro Manila,Savings,2.6,684.0,83324.06,4.0,22.0,1.0,0.451,43.5,1,0.0,51555.0,0,1,0,8594,1.6162168557537344,4.4,0.043478260869565216,0
42,Male,Visayas,Premium,7.5,850.0,4702.33,1.0,11.0,4.0,0.234,45.0,0,0.0,17867.0,0,0,0,696,0.2631852017538935,5.5,0.3333333333333333,0
26,Female,Visayas,Premium,4.8,708.0,149280.83,4.0,23.0,0.0,0.258,57.3,0,1.0,54255.0,0,0,0,2493,2.7514667772048385,4.6,0.0,0
53,Female,Davao,Checking,0.2,721.0,118259.07,2.0,14.0,0.0,0.38,63.2,1,1.0,66190.0,1,0,0,10071,1.7866606737908046,4.666666666666667,0.0,0
37,Female,Cebu,Savings,10.1,763.0,67101.75,5.0,22.0,2.0,0.091,61.6,1,0.0,30792.0,0,0,0,11617,2.1791942711685115,3.6666666666666665,0.08695652173913043,0
36,Female,Visayas,Savings,6.1,594.0,3907.45,3.0,15.0,0.0,0.154,61.6,1,0.0,19845.0,0,0,1,3200,0.19689846307901746,3.75,0.0,0
51,Male,Davao,Premium,9.1,612.0,120120.6,1.0,23.0,0.0,0.103,85.5,0,0.0,60000.0,1,0,0,4601,2.002009999966633,11.5,0.0,0
54,Female,Cebu,Premium,18.0,797.0,25825.07,2.0,16.0,0.0,0.258,22.8,0,0.0,25669.0,0,0,0,4759,1.006080096575399,5.333333333333333,0.0,1
49,Female,Luzon,Savings,0.2,684.0,8434.82,3.0,19.0,0.0,0.195,86.9,1,1.0,30079.0,0,1,0,9521,0.2804222214741041,4.75,0.0,0
39,Female,Metro Manila,Savings,7.0,716.0,24898.77,2.0,16.0,0.0,0.2,31.8,0,1.0,42830.0,0,0,0,12289,0.5813394816581523,5.333333333333333,0.0,1
18,Female,Visayas,Savings,3.1,790.0,39488.88,1.0,20.0,1.0,0.337,30.3,1,1.0,111000.0,0,0,1,10039,0.3557556756724707,10.0,0.047619047619047616,1
39,Female,Cebu,Savings,11.3,735.0,42268.0,2.0,18.0,0.0,0.453,69.9,1,0.0,24134.0,0,0,1,6616,1.751388083129552,6.0,0.0,0
66,Female,Cebu,Savings,5.2,684.0,42235.63,1.0,23.0,0.0,0.122,53.4,0,0.0,115000.0,0,1,1,5273,0.36726634782289336,11.5,0.0,0
38,Male,Davao,Savings,1.9,763.0,5545.57,2.0,20.0,0.0,0.271,36.8,0,0.0,19129.0,0,0,0,5283,0.2899038109524855,6.666666666666667,0.0,1
24,Female,Mindanao,Premium,3.8,651.0,26089.53,4.0,10.0,3.0,0.389,36.2,0,1.0,46398.0,0,0,1,5897,0.5622985904443661,2.0,0.2727272727272727,1
46,Female,Metro Manila,Checking,5.8,601.0,48629.94,5.0,18.0,0.0,0.275,56.4,0,1.0,35570.0,0,0,0,8509,1.367161653040001,3.0,0.0,0
26,Female,Visayas,Savings,2.4,675.0,73269.82,2.0,15.0,1.0,0.285,25.5,0,1.0,29621.0,0,0,0,8608,2.4735768541752954,5.0,0.0625,1
41,Female,Cebu,Checking,2.4,772.0,103779.0,4.0,18.0,1.0,0.093,69.3,0,1.0,56980.0,0,0,0,3460,1.821323271291307,3.6,0.05263157894736842,0
52,Female,Davao,Savings,3.3,700.0,72525.47,3.0,18.0,1.0,0.31,46.8,0,1.0,33900.0,0,0,1,4986,2.139394395217127,4.5,0.05263157894736842,0
46,Male,Luzon,Savings,1.5,715.0,20919.16,1.0,19.0,0.0,0.238,61.6,1,0.0,24514.0,0,0,0,9800,0.8533556334807312,9.5,0.0,0
37,Male,Davao,Checking,4.8,664.0,24909.69,5.0,12.0,3.0,0.05,73.7,1,0.0,21370.0,0,0,0,4464,1.165638277905211,2.0,0.23076923076923078,0
58,Male,Cebu,Checking,4.7,850.0,9230.02,5.0,21.0,0.0,0.221,73.3,0,0.0,41590.0,0,0,0,2366,0.22192882904010752,3.5,0.0,0
40,Female,Metro Manila,Business,0.1,700.0,155670.46,5.0,23.0,1.0,0.346,87.1,0,0.0,60390.0,0,0,0,5075,2.577752276824346,3.8333333333333335,0.041666666666666664,0
43,Female,Visayas,Premium,3.7,684.0,163918.45,3.0,16.0,0.0,0.37,39.8,0,1.0,54712.0,1,1,0,7538,2.9960237241739285,4.0,0.0,1
21,Female,Metro Manila,Savings,13.7,620.0,64738.53,1.0,23.0,0.0,0.234,62.7,0,1.0,92144.0,0,0,0,4709,0.7025799834964558,11.5,0.0,0
50,Female,Davao,Premium,2.7,621.0,36850.33,5.0,19.0,1.0,0.258,29.8,1,0.0,28474.0,0,0,1,2406,1.2941746856327114,3.1666666666666665,0.05,1
60,Female,Luzon,Savings,4.9,850.0,43090.45,1.0,20.0,1.0,0.313,54.0,1,1.0,39752.0,0,0,0,11453,1.0839819379884286,10.0,0.047619047619047616,0
43,Female,Visayas,Premium,1.3,764.0,72821.2,2.0,14.0,0.0,0.591,61.8,1,0.0,29937.0,0,0,0,11656,2.4324815444956913,4.666666666666667,0.0,0
19,Male,Visayas,Premium,2.2,751.0,44669.07,2.0,12.0,0.0,0.267,59.9,0,1.0,19147.0,0,0,0,4709,2.33295398744801,4.0,0.0,0
35,Male,Visayas,Checking,0.1,666.0,228427.61,2.0,18.0,0.0,0.546,61.1,0,0.0,79430.0,0,0,0,5720,2.8758354525635674,6.0,0.0,0
47,Male,Davao,Checking,0.9,670.0,73833.6,1.0,20.0,0.0,0.489,56.5,0,1.0,42617.0,0,0,0,3330,1.7324917286122326,10.0,0.0,0
60,Male,Cebu,Checking,2.3,623.0,6092.38,2.0,21.0,0.0,0.15,61.6,0,1.0,28147.0,0,0,0,8941,0.21644864460807728,7.0,0.0,0
52,Male,Metro Manila,Savings,4.3,764.0,9545.72,1.0,18.0,1.0,0.274,56.6,0,0.0,52456.0,0,0,0,5795,0.18197575110221945,9.0,0.05263157894736842,0
44,Male,Metro Manila,Savings,0.1,789.0,163671.8,2.0,23.0,0.0,0.244,42.8,0,0.0,81817.0,0,0,0,8770,2.0004620066489793,7.666666666666667,0.0,0
49,Female,Davao,Savings,2.7,745.0,50491.41,1.0,17.0,0.0,0.344,74.0,0,1.0,21751.0,0,0,0,4731,2.32133740966754,8.5,0.0,0
18,Non-binary,Cebu,Checking,0.4,760.0,42325.17,3.0,10.0,1.0,0.385,43.2,1,1.0,29817.0,0,0,0,3533,1.4194979373706442,2.5,0.09090909090909091,0
45,Male,Metro Manila,Checking,29.5,788.0,152752.91,1.0,12.0,1.0,0.274,69.3,0,1.0,59000.0,0,0,0,7002,2.5890323728374742,6.0,0.07692307692307693,0
18,Prefer not to say,Davao,Savings,0.4,762.0,31111.21,2.0,19.0,1.0,0.31,84.8,1,1.0,24280.0,0,0,0,1686,1.2813513179043925,6.333333333333333,0.05,0
44,Male,Metro Manila,Business,7.2,645.0,128693.74,2.0,12.0,0.0,0.167,70.9,0,1.0,59127.0,0,0,0,4525,2.176564682764616,4.0,0.0,0
29,Female,Metro Manila,Savings,11.6,647.0,49984.17,2.0,25.0,0.0,0.157,75.8,0,1.0,25085.0,0,0,0,11000,1.9925919871639388,8.333333333333334,0.0,0
46,Female,Metro Manila,Checking,1.0,709.0,6797.18,3.0,15.0,0.0,0.187,69.2,1,0.0,31700.0,0,0,1,9675,0.21442208201216334,3.75,0.0,0
18,Female,Luzon,Savings,1.7,672.0,126632.53,3.0,18.0,0.0,0.356,42.4,0,1.0,43438.0,0,0,0,4797,2.915247709311772,4.5,0.0,0
51,Female,Luzon,Checking,5.2,637.0,10116.63,3.0,15.0,2.0,0.218,49.3,0,1.0,19155.0,0,0,1,5196,0.5281456538487003,3.75,0.125,0
58,Female,Visayas,Checking,1.7,708.0,119298.95,3.0,28.0,0.0,0.258,69.5,1,1.0,50604.0,0,0,0,1065,2.3575003951790867,7.0,0.0,0
70,Female,Metro Manila,Premium,1.0,715.0,265064.22,2.0,12.0,1.0,0.411,93.6,1,1.0,95149.0,0,0,0,6735,2.785780407542005,4.0,0.07692307692307693,0
51,Female,Metro Manila,Checking,3.4,781.0,131383.47,1.0,26.0,0.0,0.423,70.4,0,1.0,57285.0,0,0,0,10957,2.29350562970597,13.0,0.0,0
53,Female,Visayas,Savings,2.8,585.0,139335.49,2.0,13.0,5.0,0.205,80.9,0,0.0,56667.0,0,0,0,1293,2.4588471243852883,4.333333333333333,0.35714285714285715,0
31,Female,Metro Manila,Checking,1.9,632.0,83992.81,3.0,11.0,0.0,0.358,43.2,1,1.0,41500.0,0,0,0,1208,2.023923132481351,2.75,0.0,0
38,Non-binary,Cebu,Savings,0.6,706.0,148817.82,1.0,16.0,1.0,0.197,71.8,0,0.0,78154.0,0,0,0,2867,1.904161271311716,8.0,0.058823529411764705,0
38,Prefer not to say,Metro Manila,Savings,8.0,734.0,67406.7,2.0,16.0,0.0,0.475,89.0,0,0.0,35183.0,0,0,0,10123,1.9158883551170767,5.333333333333333,0.0,0
34,Male,Cebu,Checking,18.3,577.0,126719.0,2.0,18.0,0.0,0.335,46.3,0,1.0,47948.0,0,0,0,11663,2.642842245711128,6.0,0.0,0
55,Male,Cebu,Checking,1.6,674.0,276245.1,1.0,18.0,0.0,0.156,61.6,1,1.0,107487.0,0,0,0,8839,2.570032655087871,9.0,0.0,0
39,Male,Luzon,Checking,3.7,725.0,222668.1,1.0,22.0,0.0,0.258,60.5,0,1.0,87177.0,0,0,0,6589,2.55420695822804,11.0,0.0,0
45,Male,Metro Manila,Savings,2.5,684.0,16215.48,2.0,16.0,1.0,0.159,72.9,0,1.0,35046.0,0,1,0,1547,0.4626913199662532,5.333333333333333,0.058823529411764705,0
40,Male,Cebu,Savings,0.4,850.0,19665.8,2.0,16.0,0.0,0.565,65.0,1,1.0,121393.0,0,0,0,3460,0.16200110385144117,5.333333333333333,0.0,0
18,Female,Davao,Premium,1.3,665.0,336320.99,5.0,18.0,3.0,0.197,33.6,0,0.0,170567.0,0,0,0,10004,1.9717822908184361,3.0,0.15789473684210525,1
53,Female,Davao,Savings,1.7,674.0,7376.95,2.0,18.0,4.0,0.246,72.1,1,0.0,32194.0,0,0,0,7595,0.22914052307171706,6.0,0.21052631578947367,0
46,Female,Cebu,Premium,2.4,646.0,8717.04,1.0,23.0,1.0,0.516,84.1,0,1.0,41063.0,0,0,0,5526,0.21228453838705688,11.5,0.041666666666666664,0
56,Female,Metro Manila,Savings,9.1,706.0,16003.71,3.0,21.0,0.0,0.475,67.3,0,1.0,72000.0,0,0,0,7304,0.22227374999691288,5.25,0.0,0
35,Female,Cebu,Checking,4.4,672.0,34623.03,2.0,18.0,0.0,0.459,55.5,1,1.0,45811.0,0,0,0,1343,0.7557798345210587,6.0,0.0,0
63,Female,Metro Manila,Checking,3.6,684.0,36084.27,2.0,12.0,0.0,0.397,74.1,1,1.0,26625.0,0,1,0,1673,1.3552777464279706,4.0,0.0,0
47,Female,Cebu,Checking,0.9,604.0,45114.87,1.0,13.0,1.0,0.14,34.7,0,1.0,37514.0,0,0,0,1820,1.2026142239909736,6.5,0.07142857142857142,1
42,Female,Metro Manila,Savings,2.2,814.0,48563.53,3.0,22.0,0.0,0.525,43.9,1,1.0,49622.0,0,0,0,10039,0.9786693401922802,5.5,0.0,0
19,Male,Metro Manila,Savings,5.8,589.0,89024.06,4.0,13.0,0.0,0.142,61.6,1,1.0,80267.0,0,0,0,1757,1.1090991316343068,2.6,0.0,0
55,Female,Metro Manila,Savings,10.4,661.0,20393.72,2.0,14.0,0.0,0.046,38.3,0,1.0,67127.0,1,0,0,592,0.3038080057159741,4.666666666666667,0.0,1
31,Male,Luzon,Business,12.5,604.0,43653.92,1.0,25.0,0.0,0.16,70.2,1,0.0,73000.0,0,0,0,3599,0.5979989041013973,12.5,0.0,0
23,Female,Metro Manila,Savings,3.2,595.0,9073.48,2.0,13.0,3.0,0.113,57.3,0,1.0,34467.0,0,0,0,8662,0.26325122580255744,4.333333333333333,0.21428571428571427,0
46,Male,Visayas,Checking,3.7,693.0,24346.88,5.0,12.0,1.0,0.098,41.3,1,0.0,15000.0,0,0,0,12084,1.623125333225125,2.0,0.07692307692307693,0
59,Female,Davao,Checking,2.4,714.0,17979.02,2.0,21.0,0.0,0.258,63.7,1,0.0,49548.0,0,0,1,10249,0.36286066036241904,7.0,0.0,0
40,Male,Cebu,Savings,2.6,684.0,161510.05,2.0,15.0,0.0,0.053,79.0,1,1.0,73759.0,0,1,0,4733,2.189699562057651,5.0,0.0,0
36,Female,Luzon,Checking,6.2,641.0,76126.41,4.0,20.0,0.0,0.201,61.6,0,0.0,64290.0,0,0,0,986,1.1841096593376248,4.0,0.0,0
29,Female,Metro Manila,Savings,9.3,668.0,16659.34,1.0,17.0,0.0,0.24,57.6,0,1.0,68000.0,0,0,0,9286,0.2449902941140443,8.5,0.0,0
39,Female,Metro Manila,Savings,0.2,655.0,58220.7,4.0,13.0,0.0,0.22,88.7,1,1.0,25870.0,0,0,0,9402,2.2505102434383257,2.6,0.0,0
52,Male,Davao,Savings,3.1,584.0,124003.31,3.0,14.0,0.0,0.134,52.0,0,1.0,45268.0,0,0,0,1960,2.739314968570749,3.5,0.0,0
44,Female,Cebu,Premium,2.9,656.0,123637.13,1.0,19.0,0.0,0.315,60.2,1,1.0,61200.0,0,0,0,3018,2.0202145424506504,9.5,0.0,0
35,Female,Visayas,Business,7.7,508.0,47671.01,3.0,10.0,0.0,0.281,60.4,1,1.0,66662.0,1,0,0,2995,0.7151152080538371,2.5,0.0,0
37,Female,Luzon,Checking,2.9,725.0,73749.94,3.0,18.0,3.0,0.084,78.7,1,0.0,27728.0,0,0,0,3869,2.6597641372381795,4.5,0.15789473684210525,0
62,Male,Cebu,Checking,12.3,652.0,14196.26,6.0,23.0,0.0,0.121,49.7,0,0.0,37778.0,0,0,0,871,0.37578114245392075,3.2857142857142856,0.0,0
63,Male,Metro Manila,Checking,6.8,621.0,46812.78,2.0,18.0,0.0,0.033,61.6,1,1.0,73674.0,0,0,0,7866,0.6354043488797214,6.0,0.0,0
30,Female,Metro Manila,Savings,10.9,528.0,151679.57,1.0,13.0,0.0,0.647,80.8,0,1.0,50895.0,0,0,1,8982,2.980245014186458,6.5,0.0,0
54,Female,Visayas,Checking,2.0,685.0,127022.75,1.0,20.0,1.0,0.091,92.0,0,1.0,53894.0,0,0,0,8118,2.3568996548343617,10.0,0.047619047619047616,0
47,Male,Metro Manila,Savings,3.3,688.0,115929.6,3.0,23.0,0.0,0.353,85.1,0,1.0,61888.0,0,0,0,5561,1.873216132337881,5.75,0.0,0
37,Male,Visayas,Checking,2.4,726.0,47973.48,1.0,20.0,0.0,0.358,65.2,1,1.0,21861.0,0,0,0,6508,2.194477837144025,10.0,0.0,0
33,Female,Metro Manila,Business,0.6,628.0,9086.38,1.0,8.0,0.0,0.201,49.0,1,1.0,15000.0,0,0,0,2581,0.6057586666262826,4.0,0.0,0
47,Non-binary,Visayas,Premium,11.3,678.0,39890.68,1.0,18.0,0.0,0.354,5.1,1,1.0,36962.0,1,0,0,4754,1.0792348898577124,9.0,0.0,1
42,Male,Metro Manila,Premium,5.2,715.0,114738.84,4.0,18.0,1.0,0.432,41.1,0,1.0,115551.0,0,0,0,4436,0.9929714152106605,3.6,0.05263157894736842,0
41,Female,Metro Manila,Checking,30.8,684.0,65087.85,1.0,25.0,1.0,0.211,83.8,1,0.0,29027.0,0,1,0,7973,2.2423209424934605,12.5,0.038461538461538464,0
18,Female,Davao,Premium,0.5,651.0,200054.04,1.0,13.0,0.0,0.16,94.2,0,1.0,96000.0,0,0,0,12374,2.083896249978293,6.5,0.0,0
